State_name,District_name,Other_Education,Other_Workers,Graduate_Education,Households_with_Telephone_Mobile_Phone,Households_with_Television,Having_latrine_facility_within_the_premises_Total_Households,Housholds_with_Electric_Lighting,Secondary_Education,Female_Literate,Urban_Households,Having_bathing_facility_Total_Households,Higher_Education,Literate,Households_with_Computer,Households_with_Telephone_Mobile_Phone_Both,Households_with_separate_kitchen_Cooking_inside_house,LPG_or_PNG_Households,Location_of_drinking_water_source_Within_the_premises_Households,Households,Age_Group_30_49,Household_size_3_to_5_persons_Households,Households_with_Telephone_Mobile_Phone_Landline_only,Literate_Education,Male_Literate,Households_with_Car_Jeep_Van,Households_with_Telephone_Mobile_Phone_Mobile_only,Household_size_4_persons_Households,Age_Group_50,Main_Workers,Households_with_Radio_Transistor,Household_size_5_persons_Households,Married_couples_1_Households,Households_with_Scooter_Motorcycle_Moped,Households_with_TV_Computer_Laptop_Telephone_mobile_phone_and_Scooter_Car,Married_couples_None_Households,Male_Workers,Household_size_3_persons_Households,Workers,Female,Population,Male,Household_size_2_persons_Households,Main_source_of_drinking_water_Tapwater_Households,Households_with_Internet,Household_size_1_to_2_persons,Middle_Education,Total_Education,Non_Workers,Ownership_Rented_Households,Household_size_1_person_Households,Ownership_Owned_Households,Power_Parity_Rs_45000_150000,Hindus,Age_Group_0_29,Married_couples_2_Households,Power_Parity_Rs_45000_90000,Power_Parity_Rs_90000_150000,Primary_Education,Female_Workers,Total_Power_Parity,Religion_Not_Stated,Household_size_6_8_persons_Households,Power_Parity_Less_than_Rs_45000,Power_Parity_Rs_240000_330000,Power_Parity_Rs_150000_330000,Power_Parity_Rs_150000_240000,Jains,Households_with_Bicycle,Location_of_drinking_water_source_Near_the_premises_Households,Power_Parity_Rs_425000_545000,Female_SC,Main_source_of_drinking_water_Tubewell_Borehole_Households,SC,Power_Parity_Rs_330000_545000,Male_SC,Muslims,Power_Parity_Rs_330000_425000,Below_Primary_Education,Married_couples_3_Households,Household_Workers,Power_Parity_Above_Rs_545000,Type_of_latrine_facility_Night_soil_disposed_into_open_drain_Households,Main_source_of_drinking_water_Other_sources_Households,Type_of_latrine_facility_Pit_latrine_Households,Illiterate_Education,Crime,Crime4
MADHYA PRADESH,Khandwa (East Nimar),4970,117164,42771,100376,78218,71544,202710,77010,299356,63425,161049,56847,731615,10404,6444,258399,40893,60966,329088,313456,136172,4523,701787,432259,3697,89409,50958,186928,492393,37790,55389,192489,44522,4704,29047,369676,29825,612976,635732,1310061,674329,26610,89058,1907,38161,115166,1253611,697085,16716,11551,241139,918,1182330,809091,35810,509,409,201537,243300,1395,1489,77118,258,32,105,73,3856,69960,128695,43,75904,18514,156601,70,80697,116277,27,203486,6741,9852,44,430,1401,7213,551824,2914,Low
MADHYA PRADESH,Khargone (West Nimar),5291,149798,64150,146889,111950,82265,304291,114246,410806,76620,207464,89581,986234,14189,7977,357719,51538,110243,460163,450248,181478,6188,969875,575428,4992,132724,70213,254570,756735,27569,73330,259334,67290,5429,34004,518254,37935,894119,919925,1873046,953121,34449,176601,2162,48464,152267,1902494,978927,22466,14015,333290,1327,1725441,1166866,57494,804,523,256930,375865,1968,1148,111262,429,39,75,36,6028,87416,165934,54,102078,9877,209091,87,107013,135085,33,287410,12794,11524,50,524,1885,6961,932619,3874,Low
MADHYA PRADESH,Mandla,4587,82356,35476,51683,40591,33217,143803,82166,256929,37258,41648,58066,604962,9042,3516,243211,18413,30628,316932,278553,147190,3436,623632,348033,2246,44731,57935,160510,325159,30273,52517,180721,19880,2156,36364,300235,36738,559649,529633,1054905,525272,33344,33609,912,47721,115632,1000576,495256,8554,14377,232935,717,849518,614794,29059,427,290,170994,259414,1043,3324,50642,230,15,44,29,1789,80798,100032,19,23773,4740,48425,31,24652,16558,12,156711,2663,9453,20,235,294,3836,376944,2210,Low
MADHYA PRADESH,Mandsaur,4956,123352,52546,166980,109904,68287,239885,109751,331693,81832,137166,77219,834591,12507,12689,269750,47723,69544,384119,346861,158569,8913,855816,502898,5435,145378,65757,211815,535066,33459,55664,189687,62695,5253,31998,397714,37148,679723,657560,1340411,682851,31202,100429,2324,43289,149219,1322818,660688,18028,12087,261639,968,1192588,781000,50295,600,368,217234,282009,1475,958,70418,326,35,59,24,19029,123272,120560,46,122202,7858,249024,75,126822,125548,29,244891,10411,8556,47,221,3062,4387,467002,3542,Low
MADHYA PRADESH,Morena,8265,206743,71005,195957,89156,75574,131486,170254,432033,95288,183336,115790,1179685,20172,4355,332939,45113,72770,414586,452484,166295,6371,1168209,747652,5829,185231,59993,257704,520970,38502,70960,247902,48525,3354,35623,525329,35342,675993,897553,1965970,1068417,32412,47948,1781,44701,228234,1875126,1289977,12915,12289,346829,1169,1875495,1254302,56260,789,380,285682,150664,1924,2660,117005,473,55,95,40,6681,172169,212905,76,192971,21698,421519,123,228548,76159,47,288979,16340,16354,66,857,814,5948,706917,5160,Low
MADHYA PRADESH,Narsimhapur,5802,95493,52763,90668,71602,87038,172144,109996,305294,53059,114992,82020,718785,9751,8120,235787,28462,70455,283718,289560,148206,6998,720174,413491,4664,75550,63148,180831,358203,22902,50252,186882,39769,3298,26345,323464,34806,477818,523044,1091854,568810,32037,54904,1603,42902,128758,1077161,614036,9453,10865,229153,816,1038628,620415,29350,483,333,180070,154354,1218,1007,50216,254,26,58,32,8125,84570,118235,35,88076,21047,184155,56,96079,39048,21,160765,4253,10594,35,328,979,10706,356987,2949,Low
MADHYA PRADESH,Neemuch,6119,102730,42343,105328,73279,46190,145258,69134,200945,67962,81157,53465,508834,8342,10771,154169,34666,50706,242197,217403,97561,6579,519073,307889,4498,87978,40659,131227,358500,16426,33158,121641,47549,4382,18121,245708,23744,418682,403414,826067,422653,21218,74329,1945,29512,83189,808186,407385,14613,8294,157683,658,741288,476995,28299,367,291,127167,172974,1026,333,40638,182,32,78,46,14165,84293,73570,43,54762,12257,111162,69,56400,67324,26,137656,6287,4020,41,194,1766,2589,289113,2091,Low
MADHYA PRADESH,Panna,3052,85505,29795,82991,30800,23811,76097,70359,220419,32179,46827,47903,552559,8501,2054,222219,13285,25909,288923,235035,119049,2542,557003,332140,2219,78395,44272,144827,276633,42939,45579,178890,18488,1301,31859,275375,29198,431998,483040,1016520,533480,32172,20499,653,47760,99251,985000,584522,5039,15588,226597,707,974748,635347,19926,438,269,134936,156623,1034,965,60233,238,17,29,12,4734,96258,118747,23,98569,4118,207990,37,109421,35214,14,171707,2505,12201,23,434,615,1634,427997,2277,Low
MADHYA PRADESH,Raisen,4607,133646,48384,133315,87258,82664,194373,117908,341127,74441,153849,69419,820220,9931,3143,265409,34499,70591,325713,316319,143773,3639,832809,479093,6017,126533,53625,181524,370241,30270,56751,210534,48130,2842,27719,370366,33397,517838,631239,1331597,700358,30003,55642,1141,40528,144108,1277686,813759,17923,10525,248660,964,1195235,832939,30737,596,368,210402,147472,1460,964,79383,311,37,67,30,10637,64233,116363,55,106665,18211,225891,89,119226,120331,34,237981,4332,17316,28,454,973,5251,444877,4172,Low
MADHYA PRADESH,Rajgarh,4799,117565,51499,150010,76942,54463,231130,96386,315448,69823,146783,72316,804245,12718,5656,333957,30688,35811,401717,363218,182265,8243,742583,488797,4185,136111,71223,246447,471773,32273,64538,255055,46026,2597,34808,429768,46504,745603,755602,1545814,790212,49655,44489,1611,65818,103464,1449541,800211,11977,16163,324899,1088,1433879,935230,43221,652,436,174381,315835,1629,1534,83043,341,35,88,53,1599,85879,150026,52,144458,26787,295718,84,151260,106928,32,239738,7351,12123,30,897,1564,5222,706958,4609,Low
MADHYA PRADESH,Ratlam,5868,154414,67192,146318,107463,96263,213825,111461,340790,107151,151425,86507,825880,14905,12153,287465,67830,62856,373867,363858,154724,6917,819266,485090,5757,127248,61055,213560,471139,26769,58343,201478,67819,7825,30270,411446,35326,690980,716828,1455069,738241,29551,92722,3644,40986,129392,1441419,764089,21958,11435,265828,1079,1267043,876905,48036,631,448,194131,279534,1700,1955,81285,318,58,98,40,29353,106605,128473,77,97983,34546,198612,124,100629,151071,47,224715,10909,11928,81,818,1731,4503,622153,3829,Low
MADHYA PRADESH,Rewa,11438,219241,122371,237937,109351,126470,251132,206274,596185,94489,113424,180635,1441757,31194,10542,520946,45180,119338,618399,540235,266104,14929,1508142,845572,11833,212466,99782,362228,630251,129005,100304,396235,67856,6849,62489,617184,66018,991946,1140006,2365106,1225100,78271,40976,3406,112445,312931,2274308,1373160,11182,34174,524701,1831,2268838,1460075,65709,1000,831,330131,374762,2756,6185,140110,511,55,209,154,655,302445,223940,72,185364,40568,383508,118,198144,85414,46,344362,12012,50878,86,1223,3352,32852,766166,5007,Low
MADHYA PRADESH,Sagar,14346,283417,116753,213013,160622,127876,366494,214137,637112,165507,251779,137899,1545719,24811,11125,488714,68482,107537,613915,569166,272006,10491,1554882,908607,11291,191397,102185,335432,779093,81461,103802,385255,71201,10066,67856,682077,66019,1006035,1122201,2378458,1256257,64554,108648,4546,90478,297079,2266686,1372423,29071,25924,466797,1753,2198297,1470688,46871,1037,716,426916,323958,2771,2804,129330,525,95,162,67,62992,174324,241532,129,235324,26759,501630,209,266306,103480,80,347752,7601,140458,123,796,1551,10953,711804,8978,Medium
MADHYA PRADESH,Satna,16052,265742,105499,212078,117176,142613,294702,197373,570730,114173,120969,148091,1371781,22751,11987,460701,55196,92951,576004,535086,242126,10002,1450133,801051,9401,190089,90237,326049,612510,79228,96254,355209,64484,7853,52022,590487,55635,911349,1071440,2228935,1157495,61008,51222,3754,86518,309536,2165642,1317586,16995,25510,455270,1729,2158623,1365647,57313,963,766,334635,320862,2641,2262,128453,487,66,196,130,3135,251079,243532,89,192582,38092,398569,144,205987,59471,55,338947,11238,46056,86,1224,1474,50174,715509,5445,Medium
MADHYA PRADESH,Sehore,6755,147837,50655,141356,100011,80229,212138,120687,311154,59220,144152,77541,780362,11166,7295,245577,30868,55011,329647,305605,126997,14285,765195,469208,6041,119776,48175,187611,372150,24647,52905,182590,60435,3694,18849,364559,25917,586087,627589,1311332,683743,23527,42540,1566,31433,136284,1273591,725245,11139,7906,235670,959,1163607,817608,39641,564,395,179388,221528,1442,1046,78612,293,32,82,50,6232,82644,141398,45,129915,29423,271281,73,141366,137980,28,193885,8512,9917,35,553,775,5911,508396,4315,Low
MADHYA PRADESH,Seoni,6427,122408,55984,84804,66919,68267,228695,116124,378853,47542,112129,84398,864194,10417,6431,303513,26893,61065,382587,363037,180853,5460,879546,485341,4048,72913,71513,205237,397575,28048,68455,234284,37873,2951,40359,394660,40885,684434,683252,1379131,695879,37988,65941,1182,54607,151636,1338357,694697,14621,16619,284384,942,1145052,809922,34573,567,375,241327,289774,1369,4538,71679,306,20,50,30,4982,140883,142713,27,63967,9647,130797,43,66830,79739,16,223650,3561,11957,28,187,399,16059,458811,2712,Low
MADHYA PRADESH,Shahdol,5352,123942,46513,72253,45685,43590,113184,80402,255433,57846,45831,60915,604194,10817,3684,239921,24255,74971,291440,269145,132438,3614,637863,348761,3819,64955,48798,150655,240811,53612,46165,185549,29839,3472,32653,292402,37475,493057,526042,1066063,540021,40531,26235,1733,56765,128427,1060599,573006,9838,16234,232450,781,997073,645619,26350,451,330,154282,200655,1302,1827,53730,206,60,124,64,1737,132313,108081,90,44186,8129,89733,145,45547,42426,55,161972,3543,14329,45,303,840,4320,422736,3204,Low
MADHYA PRADESH,Shajapur,3391,117981,48671,160720,88946,68975,232735,111366,351103,73997,164788,75967,894612,10797,7213,290964,32204,45762,386608,369741,152577,6996,890916,543509,4200,146511,60914,240768,508833,32266,59630,196730,49847,3344,27658,431857,32033,717871,732161,1512681,780520,29066,57416,1382,40196,141225,1435707,794810,12132,11130,281671,1094,1321003,901161,55971,671,423,239081,286014,1647,1508,86441,351,39,76,37,13755,105728,134672,58,170953,24080,353914,94,182961,174724,36,271215,14413,8809,33,619,1548,3424,544791,3123,Low
MADHYA PRADESH,Sheopur,1497,51283,17091,57366,29266,18710,74770,37072,119824,26376,38510,24732,328025,5393,1332,114253,11701,20137,176522,155063,72633,1471,285152,208201,1634,54563,25892,82416,196189,12553,28651,111135,17878,698,14533,183788,18090,277455,326077,687861,361784,18350,20123,273,25063,43009,678293,410406,5214,6713,138428,463,638702,449974,15868,289,174,70840,93667,693,526,41950,156,14,24,10,379,32178,75897,20,50553,9277,108391,32,57838,41396,12,90911,2663,4166,16,1554,70,1698,393141,1276,Low
MADHYA PRADESH,Shivpuri,6218,142422,44812,148509,71501,52090,148128,84684,327604,66759,111617,58509,900846,15304,5680,293612,35706,39750,434618,389652,177114,4610,794589,573242,5417,138219,64387,227989,577723,44377,70994,267155,48952,3913,40169,481001,41733,759281,806255,1726050,919795,43110,38459,1852,61280,125117,1514136,966769,11678,18170,341253,1204,1648749,1106084,39868,750,454,214162,278280,1827,2169,102584,407,42,72,30,12171,125237,179448,58,149950,26331,321515,93,171565,51200,35,261087,7302,13079,52,446,1619,3862,719547,4911,Low
MADHYA PRADESH,Sidhi,3896,81432,33067,82709,26502,17833,102228,80312,247755,25916,27536,60845,600785,10790,2097,231835,9569,39769,276869,253685,109754,2568,661238,353030,3320,78044,39560,150959,275482,53315,42658,171599,18017,1208,26752,284289,27536,461760,551121,1127033,575912,31770,8738,837,45330,129344,1138710,665273,5173,13560,231540,1940,1077545,721531,31910,1007,933,168224,177471,3019,1689,70332,493,76,288,212,93,90963,108600,100,64028,11852,130202,166,66174,34419,66,185550,6187,15654,131,334,719,1669,477472,2536,Low
MADHYA PRADESH,Singrauli,7449,114379,30597,81892,34162,26814,73091,61089,225131,58593,34183,42434,585054,13939,3520,226637,22141,48819,287325,267189,109985,2594,585915,359923,6599,75778,39080,138276,348393,38660,43517,178914,31059,5615,22793,304234,27388,499439,564636,1178273,613637,31549,18880,2627,42889,103971,1103362,678834,15027,11340,215839,1028,1118998,771725,29213,605,423,150446,195205,1569,2288,71645,316,38,92,54,182,102643,101317,53,72782,5781,150664,86,77882,46574,33,189929,4980,8856,47,190,1366,583,517447,2123,Low
MADHYA PRADESH,Tikamgarh,5340,109985,35034,140118,62828,30506,132725,78053,288587,60220,95728,58245,747940,10899,2830,282893,21489,26114,382992,343824,152296,3932,711045,459353,4139,133356,59978,201875,470432,51019,61738,211780,35388,2393,29302,402776,30580,655318,684811,1445166,760355,33699,17280,1090,46053,143231,1370393,789848,5586,12354,292003,1059,1383475,898323,45660,630,429,188694,252542,1591,992,84868,328,35,85,50,15569,153933,140242,51,170938,8854,361604,82,190666,44143,31,202448,10204,15622,36,249,245,1680,659348,3240,Low
MADHYA PRADESH,Ujjain,13282,286748,111290,248508,181659,165304,323379,159263,510173,188684,260973,119586,1240990,27733,22041,375722,123526,111850,489449,508302,203426,11588,1148280,730817,12167,214879,82938,320502,682115,45472,78006,247634,107407,16645,37959,569425,42482,897442,970575,1986864,1016289,33412,129402,7501,46726,178295,1807559,1089422,36739,13314,338261,1600,1718204,1156749,73411,879,721,280030,328017,2599,1849,106544,417,106,209,103,24622,163671,159647,142,256634,48137,523869,229,267235,233133,87,286534,20198,19678,145,1878,2224,5279,659279,8411,Medium
MADHYA PRADESH,Umaria,2784,69865,18144,39260,22502,19781,67975,43418,145765,29966,23450,27216,356672,6360,2139,139642,12713,29250,168066,158140,76556,1987,351218,210907,1873,35134,27821,82984,138600,26128,29263,110110,14918,1527,16362,175698,19472,289691,314084,644758,330674,20578,17731,839,28511,74854,582000,355067,4877,7933,134416,459,620515,403030,15267,250,209,94011,113993,692,1102,35468,128,14,56,42,220,66004,72784,19,28245,3491,58147,30,29902,15966,11,90791,2307,8767,19,212,524,1087,230782,1404,Low
MADHYA PRADESH,Vidisha,6780,141071,59814,150643,96565,73505,181510,104007,350574,83830,190365,65581,862918,12888,6742,290809,41617,80188,376409,335690,149467,4770,816456,512344,5682,139131,54230,203005,397283,31152,60256,225226,55126,4922,32191,401583,34981,550402,689307,1458875,769568,32112,47389,1926,45087,123650,1328767,908473,15915,12975,275519,1026,1287391,919239,33365,631,395,214603,148819,1583,854,89879,332,44,76,32,18490,70884,148150,62,137640,12846,292144,100,154504,149548,38,242021,5420,12408,48,503,744,4249,512311,4651,Low
MAHARASHTRA,Ahmadnagar,32304,575375,315842,639160,474009,415902,677592,745895,1378535,282011,685370,411908,3151890,68902,56902,694310,300116,483467,1323404,1166245,495176,41944,3404595,1773355,41423,540314,217812,865139,2039455,138055,180934,578365,320361,37444,96504,1300309,96430,2204590,2200334,4543159,2342825,82081,454298,18370,115515,580959,4465866,2338569,89425,33434,765073,4924,4107143,2496560,172714,2833,2091,833691,904281,8832,13052,226142,701,699,1177,478,38718,443393,255756,978,282177,76924,573698,1906,291521,320743,928,483996,45226,57156,122,4160,18379,120627,1061271,7648,Medium
MAHARASHTRA,Akola,15157,240293,112574,195210,176674,180311,314490,291391,652304,196077,342367,205723,1411281,24232,16617,356809,107463,190594,504235,483200,234221,14360,1460317,758977,9037,164233,97428,327932,691025,51950,84591,286863,72460,11896,46592,520362,52202,768154,881572,1813906,932334,40804,229535,6163,54381,275264,1813004,1045752,37265,13577,339748,1930,1107809,998769,46987,1059,871,328367,247792,3948,4230,86078,270,372,627,255,10205,126856,128538,679,177815,36379,364059,1121,186244,357253,442,231841,8838,9660,0,2835,2924,35776,352687,4025,Low
MAHARASHTRA,Amravati,16148,348588,203273,295756,302188,342031,512492,525116,1044771,272894,553087,346876,2251875,36185,31416,605336,175917,354238,781815,783549,398987,28565,2349512,1207104,15285,235775,172071,553265,1061544,54714,136507,469750,124261,18992,81610,837577,90409,1236322,1407677,2888445,1480768,68468,496146,9438,92293,463051,2827586,1652123,42996,23825,569476,3195,2055177,1540590,72743,1683,1512,468853,398745,6236,3854,124902,404,540,909,369,11360,211384,200903,1036,246976,11118,506374,1728,259398,421410,692,326195,11205,20998,0,1951,4239,83616,478074,7159,Medium
MAHARASHTRA,Aurangabad,19101,595898,253253,526483,403594,360410,589477,537936,1072901,427343,616355,310762,2503837,69937,37266,614224,246324,422166,979132,909771,415993,34570,2611982,1430936,33322,454647,174101,571932,1446636,94872,153774,515923,230188,43514,70397,1015864,88118,1575079,1776813,3701282,1924469,63485,459847,23258,85884,422964,3431716,2126203,138210,22399,580691,3963,2545438,2211996,114583,1966,1997,686271,559215,8119,6955,186833,472,676,1139,463,30981,192027,198011,1144,262140,47614,539368,2044,277228,786677,900,381695,28816,28033,501,9400,16193,39614,819734,6995,Medium
MAHARASHTRA,Bhandara,12452,144854,67061,131424,117299,168707,227025,204435,411151,72575,207488,153749,899860,13165,10568,259055,55948,110541,356418,333120,180328,10685,949619,488709,5184,110171,79510,232754,413838,20500,61879,198202,54974,5536,40079,345054,38939,597305,594814,1200334,605520,27093,104699,2932,38950,208902,1185143,603029,26370,11857,243836,1327,1009352,626978,32822,748,579,187870,252251,2237,2474,50895,175,152,257,105,1017,182892,109232,167,99951,17788,200372,376,100421,26502,209,115150,4162,17169,102,250,957,76896,235524,2077,Low
MAHARASHTRA,Bid,11438,254609,129996,346380,205352,136943,402052,316758,731322,135457,374363,206530,1718507,29198,22887,330203,82098,209824,698571,614615,296136,17352,1691672,987185,12836,306141,118905,494436,1154708,54715,119250,375614,91909,8484,50561,727819,57981,1255548,1235943,2585049,1349106,54460,230929,5614,71277,280800,2513279,1329501,39323,16817,492304,2383,2174672,1473882,96737,1502,881,436446,527729,4179,9461,151010,396,342,576,234,8719,119991,212361,415,171477,65540,351254,813,179777,320395,398,309704,18848,21093,10,1586,7332,33033,821607,4230,Low
MAHARASHTRA,Buldana,19619,217197,113783,293299,225282,195038,423036,406379,830982,152787,451231,228266,1879874,24877,19950,481806,103898,247668,728192,641840,321880,16240,1940864,1048892,10034,257109,134349,473071,1107542,43579,117382,392034,84546,8993,64899,734024,70149,1219641,1248698,2586258,1337560,58072,299430,4767,80047,400342,2541300,1366617,31267,21975,496630,2441,1845424,1467457,79296,1531,910,457067,485617,4421,4406,127921,406,383,645,262,12242,121784,178190,499,229450,21939,470895,929,241445,354236,430,315408,14394,13770,0,789,6186,62687,600436,3902,Low
MAHARASHTRA,Chandrapur,15040,341865,126488,250418,229635,229471,418666,351610,706050,233331,409521,241179,1578615,31419,21209,498914,172661,217282,684655,629890,352330,17042,1631602,872565,12746,212167,162114,403719,804433,39608,108425,397896,113039,16949,71209,648565,81791,1058172,1080473,2204307,1123834,63808,215128,8239,89601,337320,2148330,1146135,67694,25793,440367,2633,1780085,1163802,53264,1327,1306,316192,409607,5085,2190,78830,304,417,702,285,3861,248585,194051,860,171467,53175,348365,1401,176898,92297,541,243773,6425,21346,44,772,2686,51021,516728,3828,Low
MAHARASHTRA,Dhule,14526,247049,114931,210557,174524,127610,315332,290656,570528,146013,324594,182739,1293916,27139,18343,387619,126138,246027,528790,513908,217726,17041,1335558,723388,10912,175173,90252,350747,825875,51566,85597,271935,74859,12022,41986,570448,41877,936370,996831,2050862,1054031,34096,343030,6065,48076,208571,1985126,1114492,54960,13980,344482,1927,1825460,1167569,73107,1133,794,323641,365922,3583,5291,112622,292,305,513,208,12818,107616,126552,478,62503,6159,127571,850,65068,187901,372,200494,17909,20646,0,710,2531,20311,649568,2749,Low
MAHARASHTRA,Gadchiroli,4154,99745,35809,73787,63613,66240,145459,140345,313255,37254,141192,95911,708365,11064,5125,224789,31014,66231,330840,289448,150618,5277,670318,395110,3098,63385,65625,175518,392886,20026,49511,179456,29827,2643,37297,323338,35482,584237,531614,1072942,541328,30381,47920,1663,43040,139482,1030547,488705,19756,12659,219479,1135,927411,605217,26054,723,412,145767,260899,1765,6719,46102,180,117,201,84,454,130592,106525,39,59704,8725,120745,202,61041,21063,163,108850,2628,11321,49,291,795,19042,360229,957,Low
MAHARASHTRA,Gondiya,9620,164971,57923,123673,104997,151792,239981,225595,461406,66813,174150,159570,1004243,13595,8854,271917,38044,94573,386515,371908,178543,9117,1060206,542837,5074,105702,76317,244111,433962,31287,65466,204840,49085,5357,34770,383151,36760,665419,660953,1322507,661554,26599,50702,2866,37863,231153,1316755,657088,17945,11264,266154,1321,1153861,704214,42804,806,515,237888,282268,2183,6572,64380,201,154,260,106,1568,200918,133210,109,88527,17597,175961,322,87434,26157,213,138457,6078,32525,79,245,520,71924,256549,1947,Low
MAHARASHTRA,Hingoli,5932,92818,38698,134812,73640,73460,159114,136075,340192,41913,180484,74544,790743,9676,4797,206387,27700,83549,284369,281905,120315,5768,824880,450551,3833,124247,48484,201828,514371,29798,49765,152388,29815,2130,18067,330903,22066,569182,571051,1177345,606294,18442,81482,1221,24157,127246,1156268,608163,13034,5715,209663,1060,863199,692117,43401,676,384,266649,238279,1853,2899,66399,180,153,258,105,5278,48246,86000,182,89186,33349,182565,356,93379,127552,174,175736,10726,8268,0,1882,3624,29717,331388,1743,Low
MAHARASHTRA,Jalgaon,31008,503108,229987,459652,431221,316969,720791,627198,1262659,373565,764674,375643,2891882,56775,58630,810168,350029,573516,1169788,1080237,512687,50297,3014615,1629223,19560,350725,216606,763529,1643955,92379,185410,614318,170551,26385,107120,1186472,110671,1863571,2032552,4229917,2197365,86964,790910,14297,124995,532587,4017665,2366346,125375,38031,724904,4183,3457615,2352671,135560,2393,1790,735730,677099,7988,20928,207987,614,687,1158,471,27404,229955,239159,1122,189846,14410,389273,1969,199427,560261,847,482462,28837,38930,65,1615,13926,32687,1003050,5518,Medium
MAHARASHTRA,Jalna,9724,194292,64060,255420,158182,141841,288895,225331,496095,98084,301447,120715,1195523,17236,32267,278273,60219,149695,502830,454836,205666,28619,1331287,699428,8400,194534,82627,341479,844492,43810,82839,259264,75655,6111,37587,545030,40200,930886,947573,1959046,1011473,35091,160526,3791,47401,218189,1877267,1028160,29927,12310,348751,1932,1504641,1150104,71403,1105,827,422207,385856,3363,3518,109422,265,259,437,178,9619,84022,138493,388,133309,35098,272266,728,138957,274221,340,271061,16511,16705,0,2199,7794,60248,545980,3017,Low
MAHARASHTRA,Kolhapur,40828,717222,335413,595768,507573,612194,770005,698604,1266085,382818,771669,395234,2825845,71879,89659,800038,340318,611991,1179314,1084858,502014,62018,2901125,1559760,49081,444091,228697,801590,1508563,257521,155987,533856,283565,45061,100881,1125204,117330,1704054,1895343,3876001,1980658,74454,701593,22269,106174,487227,3679125,2171947,106291,31720,699588,4401,3379906,1972486,145947,2257,2144,622362,578850,8464,6472,166043,530,659,1110,451,154882,383946,160556,1016,251071,44231,504461,1900,253390,286558,884,321457,34973,59932,525,3308,5886,65030,778000,4114,Low
MAHARASHTRA,Latur,18106,280836,153256,302745,190739,178478,381722,380344,718240,157016,380772,224998,1650672,29758,23165,406711,96018,231657,585632,584243,257585,21703,1765952,932432,13150,257877,103991,453229,964177,33408,106069,324131,81052,10060,38710,670018,47525,1046857,1181056,2454196,1273140,37583,276749,6217,49246,296910,2362165,1407339,44074,11663,421140,2460,2006984,1406364,85186,1448,1012,423711,376839,4574,2994,134259,373,389,656,267,6387,108626,157775,609,232995,78205,480913,1083,247918,367664,474,268627,21152,17663,0,1078,6775,52372,596213,3418,Low
MAHARASHTRA,Mumbai,246107,4806459,1526491,2520868,2268853,1535831,2590584,2579431,4450798,4186150,2529375,1470197,10084507,857180,600651,2620247,2081829,2106359,4186150,3745587,1617729,239977,10225287,5633709,339870,1680240,681913,2158809,4725256,961460,483279,1800168,416771,422438,494556,3965331,452537,5019417,5726442,12442373,6715931,281285,2580340,526101,408339,2231968,11598692,7422956,627938,127054,1965852,24602,8210894,6489365,302691,7116,17486,1539858,1054086,94308,31825,516285,1894,6039,21159,15120,509639,289682,476445,12058,391381,5781,803236,20467,411855,2568961,8409,631235,58122,164354,26186,36883,35427,31021,1373405,35118,VHigh
MAHARASHTRA,Nagpur,73475,1185948,493236,719955,728714,753520,917626,790443,1714588,877522,914291,542228,3673808,135750,91604,967598,599780,710516,1308366,1361821,647880,110280,3703540,1959220,71592,518071,286874,818467,1654778,268402,211781,723785,426007,106415,133609,1334211,149225,1868560,2268595,4653570,2384975,91544,760675,57964,127603,812381,4305087,2785010,187414,36059,770480,5637,3492202,2460820,111423,2153,3484,666693,534349,14073,10499,182251,491,1134,2205,1071,24528,577214,206020,1780,428508,27620,867713,3355,439205,390974,1575,325084,22289,52419,2385,5480,5205,66624,601547,13189,High
